"workerid","rt","trial_type","trial_num","name","lexant","gender","endpoint_high","morphant","endpoint_low","adjective","referent","adjective_type","antonym_type","positive","slider_position","response"
0,5895,"four_sliders",3,"Kim","lazy","female","the most ambitious<br>person in the world","unambitious","the most unambitious<br>person in the world","not ambitious","person","neg_positive","morphant","ambitious",4,0.21
0,6487,"four_sliders",4,"Alexander","deceitful","male","the most honest<br>person in the world","dishonest","the most dishonest<br>person in the world","dishonest","person","morphant","morphant","honest",1,0.19
0,6487,"four_sliders",4,"Eric","deceitful","male","the most honest<br>person in the world","dishonest","the most dishonest<br>person in the world","honest","person","positive","morphant","honest",2,0.75
0,6487,"four_sliders",4,"Dylan","deceitful","male","the most honest<br>person in the world","dishonest","the most dishonest<br>person in the world","not dishonest","person","neg_morphant","morphant","honest",3,0.77
0,6487,"four_sliders",4,"Cameron","deceitful","male","the most honest<br>person in the world","dishonest","the most dishonest<br>person in the world","not honest","person","neg_positive","morphant","honest",4,0.21
0,6871,"four_sliders",5,"John","stingy","male","the most generous<br>person in the world","ungenerous","the most ungenerous<br>person in the world","not generous","person","neg_positive","morphant","generous",1,0.21
0,6871,"four_sliders",5,"Julia","stingy","female","the most generous<br>person in the world","ungenerous","the most ungenerous<br>person in the world","generous","person","positive","morphant","generous",2,0.74
0,6871,"four_sliders",5,"Alison","stingy","female","the most generous<br>person in the world","ungenerous","the most ungenerous<br>person in the world","ungenerous","person","morphant","morphant","generous",3,0.24
0,6871,"four_sliders",5,"Stephanie","stingy","female","the most generous<br>person in the world","ungenerous","the most ungenerous<br>person in the world","not ungenerous","person","neg_morphant","morphant","generous",4,0.73
0,5064,"four_sliders",6,"Nicole","childish","female","the most mature<br>person in the world","immature","the most immature<br>person in the world","immature","person","morphant","morphant","mature",1,0.18
0,5064,"four_sliders",6,"Charles","childish","male","the most mature<br>person in the world","immature","the most immature<br>person in the world","not immature","person","neg_morphant","morphant","mature",2,0.77
0,5064,"four_sliders",6,"Diana","childish","female","the most mature<br>person in the world","immature","the most immature<br>person in the world","mature","person","positive","morphant","mature",3,0.78
0,5064,"four_sliders",6,"Sophia","childish","female","the most mature<br>person in the world","immature","the most immature<br>person in the world","not mature","person","neg_positive","morphant","mature",4,0.18
0,31726,"four_sliders",7,"Lee","cold","male","the most affectionate<br>person in the world","unaffectionate","the most unaffectionate<br>person in the world","not affectionate","person","neg_positive","morphant","affectionate",1,0.15
0,31726,"four_sliders",7,"Veronica","cold","female","the most affectionate<br>person in the world","unaffectionate","the most unaffectionate<br>person in the world","not unaffectionate","person","neg_morphant","morphant","affectionate",2,0.81
0,31726,"four_sliders",7,"Noah","cold","male","the most affectionate<br>person in the world","unaffectionate","the most unaffectionate<br>person in the world","affectionate","person","positive","morphant","affectionate",3,0.82
0,31726,"four_sliders",7,"Kathleen","cold","female","the most affectionate<br>person in the world","unaffectionate","the most unaffectionate<br>person in the world","unaffectionate","person","morphant","morphant","affectionate",4,0.14
0,6617,"four_sliders",8,"Tom","resentful","male","the most forgiving<br>person in the world","unforgiving","the most unforgiving<br>person in the world","not forgiving","person","neg_positive","morphant","forgiving",1,0.19
0,6617,"four_sliders",8,"Jeremy","resentful","male","the most forgiving<br>person in the world","unforgiving","the most unforgiving<br>person in the world","unforgiving","person","morphant","morphant","forgiving",2,0.21
0,6617,"four_sliders",8,"Gabriel","resentful","male","the most forgiving<br>person in the world","unforgiving","the most unforgiving<br>person in the world","forgiving","person","positive","morphant","forgiving",3,0.8
0,6617,"four_sliders",8,"Maya","resentful","female","the most forgiving<br>person in the world","unforgiving","the most unforgiving<br>person in the world","not unforgiving","person","neg_morphant","morphant","forgiving",4,0.8
0,11103,"four_sliders",9,"Daniel","fake","male","the most sincere<br>person in the world","insincere","the most insincere<br>person in the world","sincere","person","positive","morphant","sincere",1,0.75
0,11103,"four_sliders",9,"Brooke","fake","female","the most sincere<br>person in the world","insincere","the most insincere<br>person in the world","not sincere","person","neg_positive","morphant","sincere",2,0.17
0,11103,"four_sliders",9,"Angela","fake","female","the most sincere<br>person in the world","insincere","the most insincere<br>person in the world","insincere","person","morphant","morphant","sincere",3,0.16
0,11103,"four_sliders",9,"Mason","fake","male","the most sincere<br>person in the world","insincere","the most insincere<br>person in the world","not insincere","person","neg_morphant","morphant","sincere",4,0.8
0,9952,"four_sliders",10,"Amber","sad","female","the most happy<br>person in the world","unhappy","the most unhappy<br>person in the world","unhappy","person","morphant","morphant","happy",1,0.18
0,9952,"four_sliders",10,"Jackie","sad","female","the most happy<br>person in the world","unhappy","the most unhappy<br>person in the world","happy","person","positive","morphant","happy",2,0.79
0,9952,"four_sliders",10,"Anthony","sad","male","the most happy<br>person in the world","unhappy","the most unhappy<br>person in the world","not happy","person","neg_positive","morphant","happy",3,0.16
0,9952,"four_sliders",10,"Stephen","sad","male","the most happy<br>person in the world","unhappy","the most unhappy<br>person in the world","not unhappy","person","neg_morphant","morphant","happy",4,0.51
0,8056,"four_sliders",11,"Sasha","cruel","female","the most kind<br>person in the world","unkind","the most unkind<br>person in the world","not kind","person","neg_positive","morphant","kind",1,0.14
0,8056,"four_sliders",11,"Greg","cruel","male","the most kind<br>person in the world","unkind","the most unkind<br>person in the world","unkind","person","morphant","morphant","kind",2,0.16
0,8056,"four_sliders",11,"Jennifer","cruel","female","the most kind<br>person in the world","unkind","the most unkind<br>person in the world","not unkind","person","neg_morphant","morphant","kind",3,0.79
0,8056,"four_sliders",11,"Alicia","cruel","female","the most kind<br>person in the world","unkind","the most unkind<br>person in the world","kind","person","positive","morphant","kind",4,0.8
0,6286,"four_sliders",12,"Mia","flaky","female","the most reliable<br>person in the world","unreliable","the most unreliable<br>person in the world","not unreliable","person","neg_morphant","morphant","reliable",1,0.73
0,6286,"four_sliders",12,"William","flaky","male","the most reliable<br>person in the world","unreliable","the most unreliable<br>person in the world","not reliable","person","neg_positive","morphant","reliable",2,0.13
0,6286,"four_sliders",12,"Michelle","flaky","female","the most reliable<br>person in the world","unreliable","the most unreliable<br>person in the world","unreliable","person","morphant","morphant","reliable",3,0.15
0,6286,"four_sliders",12,"Lucas","flaky","male","the most reliable<br>person in the world","unreliable","the most unreliable<br>person in the world","reliable","person","positive","morphant","reliable",4,0.77
1,13269,"four_sliders",1,"Greg","traitorous","male","the most patriotic<br>person in the world","unpatriotic","the most unpatriotic<br>person in the world","not patriotic","person","neg_positive","morphant","patriotic",1,0.26
1,13269,"four_sliders",1,"Noah","traitorous","male","the most patriotic<br>person in the world","unpatriotic","the most unpatriotic<br>person in the world","unpatriotic","person","morphant","morphant","patriotic",2,0.12
1,13269,"four_sliders",1,"Michael","traitorous","male","the most patriotic<br>person in the world","unpatriotic","the most unpatriotic<br>person in the world","patriotic","person","positive","morphant","patriotic",3,0.92
1,13269,"four_sliders",1,"Jackie","traitorous","female","the most patriotic<br>person in the world","unpatriotic","the most unpatriotic<br>person in the world","not unpatriotic","person","neg_morphant","morphant","patriotic",4,0.27
1,7750,"four_sliders",2,"Alexander","bigoted","male","the most tolerant<br>person in the world","intolerant","the most intolerant<br>person in the world","intolerant","person","morphant","morphant","tolerant",1,0.06
1,7750,"four_sliders",2,"Gabriel","bigoted","male","the most tolerant<br>person in the world","intolerant","the most intolerant<br>person in the world","not intolerant","person","neg_morphant","morphant","tolerant",2,0.9
1,7750,"four_sliders",2,"Brooke","bigoted","female","the most tolerant<br>person in the world","intolerant","the most intolerant<br>person in the world","not tolerant","person","neg_positive","morphant","tolerant",3,0.07
1,7750,"four_sliders",2,"Stephanie","bigoted","female","the most tolerant<br>person in the world","intolerant","the most intolerant<br>person in the world","tolerant","person","positive","morphant","tolerant",4,0.88
1,10259,"four_sliders",3,"John","stingy","male","the most generous<br>person in the world","ungenerous","the most ungenerous<br>person in the world","not generous","person","neg_positive","morphant","generous",1,0.11
1,10259,"four_sliders",3,"Michelle","stingy","female","the most generous<br>person in the world","ungenerous","the most ungenerous<br>person in the world","not ungenerous","person","neg_morphant","morphant","generous",2,0.69
1,10259,"four_sliders",3,"Maya","stingy","female","the most generous<br>person in the world","ungenerous","the most ungenerous<br>person in the world","generous","person","positive","morphant","generous",3,0.93
1,10259,"four_sliders",3,"Sophia","stingy","female","the most generous<br>person in the world","ungenerous","the most ungenerous<br>person in the world","ungenerous","person","morphant","morphant","generous",4,0.06
1,10620,"four_sliders",4,"Monica","boring","female","the most interesting<br>person in the world","uninteresting","the most uninteresting<br>person in the world","uninteresting","person","morphant","morphant","interesting",1,0.1
1,10620,"four_sliders",4,"Amber","boring","female","the most interesting<br>person in the world","uninteresting","the most uninteresting<br>person in the world","interesting","person","positive","morphant","interesting",2,0.87
1,10620,"four_sliders",4,"Jacob","boring","male","the most interesting<br>person in the world","uninteresting","the most uninteresting<br>person in the world","not interesting","person","neg_positive","morphant","interesting",3,0.2
1,10620,"four_sliders",4,"Lucas","boring","male","the most interesting<br>person in the world","uninteresting","the most uninteresting<br>person in the world","not uninteresting","person","neg_morphant","morphant","interesting",4,0.69
1,16953,"four_sliders",5,"Mason","resentful","male","the most forgiving<br>person in the world","unforgiving","the most unforgiving<br>person in the world","not unforgiving","person","neg_morphant","morphant","forgiving",1,0.7
1,16953,"four_sliders",5,"Liam","resentful","male","the most forgiving<br>person in the world","unforgiving","the most unforgiving<br>person in the world","not forgiving","person","neg_positive","morphant","forgiving",2,0.08
1,16953,"four_sliders",5,"Sasha","resentful","female","the most forgiving<br>person in the world","unforgiving","the most unforgiving<br>person in the world","forgiving","person","positive","morphant","forgiving",3,0.9
1,16953,"four_sliders",5,"Andrew","resentful","male","the most forgiving<br>person in the world","unforgiving","the most unforgiving<br>person in the world","unforgiving","person","morphant","morphant","forgiving",4,0.03
1,8628,"four_sliders",6,"Laura","flaky","female","the most reliable<br>person in the world","unreliable","the most unreliable<br>person in the world","not reliable","person","neg_positive","morphant","reliable",1,0.09
1,8628,"four_sliders",6,"Anthony","flaky","male","the most reliable<br>person in the world","unreliable","the most unreliable<br>person in the world","reliable","person","positive","morphant","reliable",2,0.92
1,8628,"four_sliders",6,"Claire","flaky","female","the most reliable<br>person in the world","unreliable","the most unreliable<br>person in the world","unreliable","person","morphant","morphant","reliable",3,0.03
1,8628,"four_sliders",6,"David","flaky","male","the most reliable<br>person in the world","unreliable","the most unreliable<br>person in the world","not unreliable","person","neg_morphant","morphant","reliable",4,0.51
1,9556,"four_sliders",7,"Julia","ugly","female","the most attractive<br>person in the world","unattractive","the most unattractive<br>person in the world","not attractive","person","neg_positive","morphant","attractive",1,0.15
1,9556,"four_sliders",7,"Dylan","ugly","male","the most attractive<br>person in the world","unattractive","the most unattractive<br>person in the world","not unattractive","person","neg_morphant","morphant","attractive",2,0.5
1,9556,"four_sliders",7,"Emma","ugly","female","the most attractive<br>person in the world","unattractive","the most unattractive<br>person in the world","attractive","person","positive","morphant","attractive",3,0.87
1,9556,"four_sliders",7,"Daniel","ugly","male","the most attractive<br>person in the world","unattractive","the most unattractive<br>person in the world","unattractive","person","morphant","morphant","attractive",4,0.05
1,10873,"four_sliders",8,"Lee","cold","male","the most affectionate<br>person in the world","unaffectionate","the most unaffectionate<br>person in the world","unaffectionate","person","morphant","morphant","affectionate",1,0.1
1,10873,"four_sliders",8,"Angela","cold","female","the most affectionate<br>person in the world","unaffectionate","the most unaffectionate<br>person in the world","not affectionate","person","neg_positive","morphant","affectionate",2,0.1
1,10873,"four_sliders",8,"Veronica","cold","female","the most affectionate<br>person in the world","unaffectionate","the most unaffectionate<br>person in the world","not unaffectionate","person","neg_morphant","morphant","affectionate",3,0.64
1,10873,"four_sliders",8,"Cameron","cold","male","the most affectionate<br>person in the world","unaffectionate","the most unaffectionate<br>person in the world","affectionate","person","positive","morphant","affectionate",4,0.89
1,8439,"four_sliders",9,"Alicia","childish","female","the most mature<br>person in the world","immature","the most immature<br>person in the world","not mature","person","neg_positive","morphant","mature",1,0.13
1,8439,"four_sliders",9,"Nicole","childish","female","the most mature<br>person in the world","immature","the most immature<br>person in the world","immature","person","morphant","morphant","mature",2,0.08
1,8439,"four_sliders",9,"William","childish","male","the most mature<br>person in the world","immature","the most immature<br>person in the world","mature","person","positive","morphant","mature",3,0.91
1,8439,"four_sliders",9,"Mia","childish","female","the most mature<br>person in the world","immature","the most immature<br>person in the world","not immature","person","neg_morphant","morphant","mature",4,0.49
1,11218,"four_sliders",10,"Jeremy","deceitful","male","the most honest<br>person in the world","dishonest","the most dishonest<br>person in the world","dishonest","person","morphant","morphant","honest",1,0.04
1,11218,"four_sliders",10,"Alison","deceitful","female","the most honest<br>person in the world","dishonest","the most dishonest<br>person in the world","not dishonest","person","neg_morphant","morphant","honest",2,0.82
1,11218,"four_sliders",10,"Kathleen","deceitful","female","the most honest<br>person in the world","dishonest","the most dishonest<br>person in the world","not honest","person","neg_positive","morphant","honest",3,0.06
1,11218,"four_sliders",10,"Eric","deceitful","male","the most honest<br>person in the world","dishonest","the most dishonest<br>person in the world","honest","person","positive","morphant","honest",4,0.96
1,7511,"four_sliders",11,"Stephen","fake","male","the most sincere<br>person in the world","insincere","the most insincere<br>person in the world","sincere","person","positive","morphant","sincere",1,0.92
1,7511,"four_sliders",11,"Melinda","fake","female","the most sincere<br>person in the world","insincere","the most insincere<br>person in the world","not sincere","person","neg_positive","morphant","sincere",2,0.09
1,7511,"four_sliders",11,"Kim","fake","female","the most sincere<br>person in the world","insincere","the most insincere<br>person in the world","insincere","person","morphant","morphant","sincere",3,0.09
1,7511,"four_sliders",11,"Charles","fake","male","the most sincere<br>person in the world","insincere","the most insincere<br>person in the world","not insincere","person","neg_morphant","morphant","sincere",4,0.62
1,9650,"four_sliders",12,"Diana","cruel","female","the most kind<br>person in the world","unkind","the most unkind<br>person in the world","not unkind","person","neg_morphant","morphant","kind",1,0.52
1,9650,"four_sliders",12,"Jennifer","cruel","female","the most kind<br>person in the world","unkind","the most unkind<br>person in the world","not kind","person","neg_positive","morphant","kind",2,0.05
1,9650,"four_sliders",12,"Tom","cruel","male","the most kind<br>person in the world","unkind","the most unkind<br>person in the world","kind","person","positive","morphant","kind",3,0.85
1,9650,"four_sliders",12,"Samuel","cruel","male","the most kind<br>person in the world","unkind","the most unkind<br>person in the world","unkind","person","morphant","morphant","kind",4,0.15
2,28950,"four_sliders",1,"Eric","boring","male","the most interesting<br>person in the world","uninteresting","the most uninteresting<br>person in the world","not uninteresting","person","neg_morphant","morphant","interesting",1,0.5
2,28950,"four_sliders",1,"Greg","boring","male","the most interesting<br>person in the world","uninteresting","the most uninteresting<br>person in the world","interesting","person","positive","morphant","interesting",2,0.56
2,28950,"four_sliders",1,"Angela","boring","female","the most interesting<br>person in the world","uninteresting","the most uninteresting<br>person in the world","uninteresting","person","morphant","morphant","interesting",3,0.42
2,28950,"four_sliders",1,"Charles","boring","male","the most interesting<br>person in the world","uninteresting","the most uninteresting<br>person in the world","not interesting","person","neg_positive","morphant","interesting",4,0.42
2,13695,"four_sliders",2,"Samuel","flaky","male","the most reliable<br>person in the world","unreliable","the most unreliable<br>person in the world","not reliable","person","neg_positive","morphant","reliable",1,0.41
2,13695,"four_sliders",2,"Monica","flaky","female","the most reliable<br>person in the world","unreliable","the most unreliable<br>person in the world","reliable","person","positive","morphant","reliable",2,0.63
2,13695,"four_sliders",2,"Sophia","flaky","female","the most reliable<br>person in the world","unreliable","the most unreliable<br>person in the world","not unreliable","person","neg_morphant","morphant","reliable",3,0.52
2,13695,"four_sliders",2,"Brooke","flaky","female","the most reliable<br>person in the world","unreliable","the most unreliable<br>person in the world","unreliable","person","morphant","morphant","reliable",4,0.4
2,11303,"four_sliders",3,"Anthony","ignorant","male","the most educated<br>person in the world","uneducated","the most uneducated<br>person in the world","not uneducated","person","neg_morphant","morphant","educated",1,0.49
2,11303,"four_sliders",3,"Lucas","ignorant","male","the most educated<br>person in the world","uneducated","the most uneducated<br>person in the world","uneducated","person","morphant","morphant","educated",2,0.37
2,11303,"four_sliders",3,"Daniel","ignorant","male","the most educated<br>person in the world","uneducated","the most uneducated<br>person in the world","educated","person","positive","morphant","educated",3,0.64
2,11303,"four_sliders",3,"Kathleen","ignorant","female","the most educated<br>person in the world","uneducated","the most uneducated<br>person in the world","not educated","person","neg_positive","morphant","educated",4,0.37
2,12903,"four_sliders",4,"Andrew","lazy","male","the most ambitious<br>person in the world","unambitious","the most unambitious<br>person in the world","not unambitious","person","neg_morphant","morphant","ambitious",1,0.5
2,12903,"four_sliders",4,"Jennifer","lazy","female","the most ambitious<br>person in the world","unambitious","the most unambitious<br>person in the world","not ambitious","person","neg_positive","morphant","ambitious",2,0.4
2,12903,"four_sliders",4,"Alison","lazy","female","the most ambitious<br>person in the world","unambitious","the most unambitious<br>person in the world","ambitious","person","positive","morphant","ambitious",3,0.65
2,12903,"four_sliders",4,"Emma","lazy","female","the most ambitious<br>person in the world","unambitious","the most unambitious<br>person in the world","unambitious","person","morphant","morphant","ambitious",4,0.4
2,8008,"four_sliders",5,"Michelle","deceitful","female","the most honest<br>person in the world","dishonest","the most dishonest<br>person in the world","honest","person","positive","morphant","honest",1,0.66
2,8008,"four_sliders",5,"Claire","deceitful","female","the most honest<br>person in the world","dishonest","the most dishonest<br>person in the world","dishonest","person","morphant","morphant","honest",2,0.35
2,8008,"four_sliders",5,"Jacob","deceitful","male","the most honest<br>person in the world","dishonest","the most dishonest<br>person in the world","not honest","person","neg_positive","morphant","honest",3,0.36
2,8008,"four_sliders",5,"Alexander","deceitful","male","the most honest<br>person in the world","dishonest","the most dishonest<br>person in the world","not dishonest","person","neg_morphant","morphant","honest",4,0.49
2,9120,"four_sliders",6,"Noah","ugly","male","the most attractive<br>person in the world","unattractive","the most unattractive<br>person in the world","not attractive","person","neg_positive","morphant","attractive",1,0.38
2,9120,"four_sliders",6,"Stephen","ugly","male","the most attractive<br>person in the world","unattractive","the most unattractive<br>person in the world","attractive","person","positive","morphant","attractive",2,0.63
2,9120,"four_sliders",6,"Gabriel","ugly","male","the most attractive<br>person in the world","unattractive","the most unattractive<br>person in the world","not unattractive","person","neg_morphant","morphant","attractive",3,0.49
2,9120,"four_sliders",6,"Michael","ugly","male","the most attractive<br>person in the world","unattractive","the most unattractive<br>person in the world","unattractive","person","morphant","morphant","attractive",4,0.38
2,10016,"four_sliders",7,"Lee","traitorous","male","the most patriotic<br>person in the world","unpatriotic","the most unpatriotic<br>person in the world","unpatriotic","person","morphant","morphant","patriotic",1,0.35
2,10016,"four_sliders",7,"Julia","traitorous","female","the most patriotic<br>person in the world","unpatriotic","the most unpatriotic<br>person in the world","not patriotic","person","neg_positive","morphant","patriotic",2,0.34
2,10016,"four_sliders",7,"David","traitorous","male","the most patriotic<br>person in the world","unpatriotic","the most unpatriotic<br>person in the world","not unpatriotic","person","neg_morphant","morphant","patriotic",3,0.49
2,10016,"four_sliders",7,"Mia","traitorous","female","the most patriotic<br>person in the world","unpatriotic","the most unpatriotic<br>person in the world","patriotic","person","positive","morphant","patriotic",4,0.65
2,7192,"four_sliders",8,"Maya","mean","female","the most friendly<br>person in the world","unfriendly","the most unfriendly<br>person in the world","unfriendly","person","morphant","morphant","friendly",1,0.31
2,7192,"four_sliders",8,"Alicia","mean","female","the most friendly<br>person in the world","unfriendly","the most unfriendly<br>person in the world","friendly","person","positive","morphant","friendly",2,0.68
2,7192,"four_sliders",8,"John","mean","male","the most friendly<br>person in the world","unfriendly","the most unfriendly<br>person in the world","not friendly","person","neg_positive","morphant","friendly",3,0.32
2,7192,"four_sliders",8,"Diana","mean","female","the most friendly<br>person in the world","unfriendly","the most unfriendly<br>person in the world","not unfriendly","person","neg_morphant","morphant","friendly",4,0.49
2,7760,"four_sliders",9,"Jeremy","crazy","male","the most rational<br>person in the world","irrational","the most irrational<br>person in the world","not irrational","person","neg_morphant","morphant","rational",1,0.49
2,7760,"four_sliders",9,"Cameron","crazy","male","the most rational<br>person in the world","irrational","the most irrational<br>person in the world","rational","person","positive","morphant","rational",2,0.62
2,7760,"four_sliders",9,"William","crazy","male","the most rational<br>person in the world","irrational","the most irrational<br>person in the world","not rational","person","neg_positive","morphant","rational",3,0.28
2,7760,"four_sliders",9,"Dylan","crazy","male","the most rational<br>person in the world","irrational","the most irrational<br>person in the world","irrational","person","morphant","morphant","rational",4,0.26
2,9336,"four_sliders",10,"Jackie","wasteful","female","the most resourceful<br>person in the world","unresourceful","the most unresourceful<br>person in the world","not resourceful","person","neg_positive","morphant","resourceful",1,0.27
2,9336,"four_sliders",10,"Nicole","wasteful","female","the most resourceful<br>person in the world","unresourceful","the most unresourceful<br>person in the world","unresourceful","person","morphant","morphant","resourceful",2,0.27
2,9336,"four_sliders",10,"Liam","wasteful","male","the most resourceful<br>person in the world","unresourceful","the most unresourceful<br>person in the world","resourceful","person","positive","morphant","resourceful",3,0.65
2,9336,"four_sliders",10,"Melinda","wasteful","female","the most resourceful<br>person in the world","unresourceful","the most unresourceful<br>person in the world","not unresourceful","person","neg_morphant","morphant","resourceful",4,0.5
2,6720,"four_sliders",11,"Amber","cold","female","the most affectionate<br>person in the world","unaffectionate","the most unaffectionate<br>person in the world","affectionate","person","positive","morphant","affectionate",1,0.64
2,6720,"four_sliders",11,"Stephanie","cold","female","the most affectionate<br>person in the world","unaffectionate","the most unaffectionate<br>person in the world","not unaffectionate","person","neg_morphant","morphant","affectionate",2,0.48
2,6720,"four_sliders",11,"Veronica","cold","female","the most affectionate<br>person in the world","unaffectionate","the most unaffectionate<br>person in the world","not affectionate","person","neg_positive","morphant","affectionate",3,0.31
2,6720,"four_sliders",11,"Kim","cold","female","the most affectionate<br>person in the world","unaffectionate","the most unaffectionate<br>person in the world","unaffectionate","person","morphant","morphant","affectionate",4,0.31
2,8704,"four_sliders",12,"Mason","cruel","male","the most kind<br>person in the world","unkind","the most unkind<br>person in the world","not unkind","person","neg_morphant","morphant","kind",1,0.48
2,8704,"four_sliders",12,"Tom","cruel","male","the most kind<br>person in the world","unkind","the most unkind<br>person in the world","kind","person","positive","morphant","kind",2,0.66
2,8704,"four_sliders",12,"Laura","cruel","female","the most kind<br>person in the world","unkind","the most unkind<br>person in the world","unkind","person","morphant","morphant","kind",3,0.34
2,8704,"four_sliders",12,"Sasha","cruel","female","the most kind<br>person in the world","unkind","the most unkind<br>person in the world","not kind","person","neg_positive","morphant","kind",4,0.34
3,32571,"four_sliders",1,"Alexander","rude","male","the most polite<br>person in the world","impolite","the most impolite<br>person in the world","not polite","person","neg_positive","morphant","polite",1,0.31
3,32571,"four_sliders",1,"Jackie","rude","female","the most polite<br>person in the world","impolite","the most impolite<br>person in the world","polite","person","positive","morphant","polite",2,0.87
3,32571,"four_sliders",1,"Stephen","rude","male","the most polite<br>person in the world","impolite","the most impolite<br>person in the world","not impolite","person","neg_morphant","morphant","polite",3,0.53
3,32571,"four_sliders",1,"Claire","rude","female","the most polite<br>person in the world","impolite","the most impolite<br>person in the world","impolite","person","morphant","morphant","polite",4,0.15
3,17307,"four_sliders",2,"Brooke","stingy","female","the most generous<br>person in the world","ungenerous","the most ungenerous<br>person in the world","ungenerous","person","morphant","morphant","generous",1,0.14
3,17307,"four_sliders",2,"Julia","stingy","female","the most generous<br>person in the world","ungenerous","the most ungenerous<br>person in the world","not generous","person","neg_positive","morphant","generous",2,0.14
3,17307,"four_sliders",2,"Lucas","stingy","male","the most generous<br>person in the world","ungenerous","the most ungenerous<br>person in the world","not ungenerous","person","neg_morphant","morphant","generous",3,0.72
3,17307,"four_sliders",2,"Mason","stingy","male","the most generous<br>person in the world","ungenerous","the most ungenerous<br>person in the world","generous","person","positive","morphant","generous",4,0.89
3,12946,"four_sliders",3,"Alicia","crazy","female","the most rational<br>person in the world","irrational","the most irrational<br>person in the world","not rational","person","neg_positive","morphant","rational",1,0.35
3,12946,"four_sliders",3,"Laura","crazy","female","the most rational<br>person in the world","irrational","the most irrational<br>person in the world","irrational","person","morphant","morphant","rational",2,0.17
3,12946,"four_sliders",3,"Anthony","crazy","male","the most rational<br>person in the world","irrational","the most irrational<br>person in the world","not irrational","person","neg_morphant","morphant","rational",3,0.63
3,12946,"four_sliders",3,"Michelle","crazy","female","the most rational<br>person in the world","irrational","the most irrational<br>person in the world","rational","person","positive","morphant","rational",4,0.89
3,16468,"four_sliders",4,"Nicole","sad","female","the most happy<br>person in the world","unhappy","the most unhappy<br>person in the world","unhappy","person","morphant","morphant","happy",1,0.1
3,16468,"four_sliders",4,"Mia","sad","female","the most happy<br>person in the world","unhappy","the most unhappy<br>person in the world","happy","person","positive","morphant","happy",2,0.85
3,16468,"four_sliders",4,"Alison","sad","female","the most happy<br>person in the world","unhappy","the most unhappy<br>person in the world","not unhappy","person","neg_morphant","morphant","happy",3,0.44
3,16468,"four_sliders",4,"Veronica","sad","female","the most happy<br>person in the world","unhappy","the most unhappy<br>person in the world","not happy","person","neg_positive","morphant","happy",4,0.28
3,14186,"four_sliders",5,"Amber","resentful","female","the most forgiving<br>person in the world","unforgiving","the most unforgiving<br>person in the world","not unforgiving","person","neg_morphant","morphant","forgiving",1,0.55
3,14186,"four_sliders",5,"Kathleen","resentful","female","the most forgiving<br>person in the world","unforgiving","the most unforgiving<br>person in the world","forgiving","person","positive","morphant","forgiving",2,0.91
3,14186,"four_sliders",5,"Dylan","resentful","male","the most forgiving<br>person in the world","unforgiving","the most unforgiving<br>person in the world","not forgiving","person","neg_positive","morphant","forgiving",3,0.2
3,14186,"four_sliders",5,"Jennifer","resentful","female","the most forgiving<br>person in the world","unforgiving","the most unforgiving<br>person in the world","unforgiving","person","morphant","morphant","forgiving",4,0.05
3,13770,"four_sliders",6,"Tom","stupid","male","the most intelligent<br>person in the world","unintelligent","the most unintelligent<br>person in the world","intelligent","person","positive","morphant","intelligent",1,0.76
