"workerid","rt","trial_type","trial_num","name","response","gender","endpoint_high","negation","endpoint_low","sentence_type","adjective","referent","positive","superlative_endpoints","slider_position","antonym"
0,9804,"four_sliders",4,"Sasha",0.46,"female","most friendly","morphological","most unfriendly","neg_antonym","not unfriendly","person","friendly",0,2,"unfriendly"
0,9804,"four_sliders",4,"Eric",0.41,"male","most friendly","morphological","most unfriendly","antonym","unfriendly","person","friendly",0,3,"unfriendly"
0,9804,"four_sliders",4,"Cameron",0.66,"male","most friendly","morphological","most unfriendly","positive","friendly","person","friendly",0,4,"unfriendly"
0,11233,"four_sliders",5,"Lucas",0.4,"male","most loud","lexical","most quiet","neg_positive","not loud","person","loud",0,1,"quiet"
0,11233,"four_sliders",5,"Sophia",0.69,"female","most loud","lexical","most quiet","neg_antonym","not quiet","person","loud",0,2,"quiet"
0,11233,"four_sliders",5,"Claire",0.28,"female","most loud","lexical","most quiet","antonym","quiet","person","loud",0,3,"quiet"
0,11233,"four_sliders",5,"Emma",0.64,"female","most loud","lexical","most quiet","positive","loud","person","loud",0,4,"quiet"
0,12475,"four_sliders",6,"Michelle",0.27,"female","tallest","lexical","shortest","antonym","short","person","tall",1,1,"short"
0,12475,"four_sliders",6,"Charles",0.68,"male","tallest","lexical","shortest","positive","tall","person","tall",1,2,"short"
0,12475,"four_sliders",6,"Daniel",0.34,"male","tallest","lexical","shortest","neg_positive","not tall","person","tall",1,3,"short"
0,12475,"four_sliders",6,"Alexander",0.72,"male","tallest","lexical","shortest","neg_antonym","not short","person","tall",1,4,"short"
0,31475,"four_sliders",7,"Samuel",0.42,"male","richest","lexical","poorest","neg_positive","not rich","person","rich",1,1,"poor"
0,31475,"four_sliders",7,"Michael",0.67,"male","richest","lexical","poorest","neg_antonym","not poor","person","rich",1,2,"poor"
0,31475,"four_sliders",7,"Diana",0.77,"female","richest","lexical","poorest","positive","rich","person","rich",1,3,"poor"
0,31475,"four_sliders",7,"William",0.2,"male","richest","lexical","poorest","antonym","poor","person","rich",1,4,"poor"
0,8789,"four_sliders",8,"Stephanie",0.71,"female","most honest","morphological","most dishonest","positive","honest","person","honest",0,1,"dishonest"
0,8789,"four_sliders",8,"Alison",0.63,"female","most honest","morphological","most dishonest","neg_antonym","not dishonest","person","honest",0,2,"dishonest"
0,8789,"four_sliders",8,"Laura",0.22,"female","most honest","morphological","most dishonest","neg_positive","not honest","person","honest",0,3,"dishonest"
0,8789,"four_sliders",8,"David",0.17,"male","most honest","morphological","most dishonest","antonym","dishonest","person","honest",0,4,"dishonest"
0,12662,"four_sliders",9,"Andrew",0.39,"male","fattest","lexical","skinniest","neg_positive","not fat","person","fat",1,1,"skinny"
0,12662,"four_sliders",9,"Monica",0.61,"female","fattest","lexical","skinniest","neg_antonym","not skinny","person","fat",1,2,"skinny"
0,12662,"four_sliders",9,"Stephen",0.78,"male","fattest","lexical","skinniest","positive","fat","person","fat",1,3,"skinny"
0,12662,"four_sliders",9,"Julia",0.29,"female","fattest","lexical","skinniest","antonym","skinny","person","fat",1,4,"skinny"
0,8540,"four_sliders",10,"Greg",0.4,"male","strongest","lexical","weakest","neg_positive","not strong","person","strong",1,1,"weak"
0,8540,"four_sliders",10,"Anthony",0.69,"male","strongest","lexical","weakest","positive","strong","person","strong",1,2,"weak"
0,8540,"four_sliders",10,"John",0.14,"male","strongest","lexical","weakest","antonym","weak","person","strong",1,3,"weak"
0,8540,"four_sliders",10,"Tom",0.61,"male","strongest","lexical","weakest","neg_antonym","not weak","person","strong",1,4,"weak"
1,38373,"four_sliders",1,"Maya",0.8,"female","most intelligent","morphological","most unintelligent","neg_antonym","not unintelligent","person","intelligent",0,1,"unintelligent"
1,38373,"four_sliders",1,"Diana",0.92,"female","most intelligent","morphological","most unintelligent","positive","intelligent","person","intelligent",0,2,"unintelligent"
1,38373,"four_sliders",1,"Lucas",0.28,"male","most intelligent","morphological","most unintelligent","neg_positive","not intelligent","person","intelligent",0,3,"unintelligent"
1,38373,"four_sliders",1,"Samuel",0.03,"male","most intelligent","morphological","most unintelligent","antonym","unintelligent","person","intelligent",0,4,"unintelligent"
1,25548,"four_sliders",2,"Veronica",0.29,"female","most beautiful","lexical","most ugly","neg_positive","not beautiful","person","beautiful",0,1,"ugly"
1,25548,"four_sliders",2,"Daniel",0.54,"male","most beautiful","lexical","most ugly","neg_antonym","not ugly","person","beautiful",0,2,"ugly"
1,25548,"four_sliders",2,"Jennifer",0.03,"female","most beautiful","lexical","most ugly","antonym","ugly","person","beautiful",0,3,"ugly"
1,25548,"four_sliders",2,"William",0.9,"male","most beautiful","lexical","most ugly","positive","beautiful","person","beautiful",0,4,"ugly"
1,19405,"four_sliders",3,"Emma",0.81,"female","most interesting","morphological","most uninteresting","positive","interesting","person","interesting",0,1,"uninteresting"
1,19405,"four_sliders",3,"Alicia",0.34,"female","most interesting","morphological","most uninteresting","antonym","uninteresting","person","interesting",0,2,"uninteresting"
1,19405,"four_sliders",3,"Monica",0.59,"female","most interesting","morphological","most uninteresting","neg_antonym","not uninteresting","person","interesting",0,3,"uninteresting"
1,19405,"four_sliders",3,"Tom",0.13,"male","most interesting","morphological","most uninteresting","neg_positive","not interesting","person","interesting",0,4,"uninteresting"
1,22986,"four_sliders",4,"Stephanie",0.06,"female","most mature","morphological","most immature","antonym","immature","person","mature",0,1,"immature"
1,22986,"four_sliders",4,"Angela",0.58,"female","most mature","morphological","most immature","neg_antonym","not immature","person","mature",0,2,"immature"
1,22986,"four_sliders",4,"Greg",0.9,"male","most mature","morphological","most immature","positive","mature","person","mature",0,3,"immature"
1,22986,"four_sliders",4,"Gabriel",0.23,"male","most mature","morphological","most immature","neg_positive","not mature","person","mature",0,4,"immature"
1,14383,"four_sliders",5,"Dylan",0.31,"male","most successful","morphological","most unsuccessful","antonym","unsuccessful","person","successful",0,1,"unsuccessful"
1,14383,"four_sliders",5,"Kathleen",0.12,"female","most successful","morphological","most unsuccessful","neg_positive","not successful","person","successful",0,2,"unsuccessful"
1,14383,"four_sliders",5,"Charles",0.59,"male","most successful","morphological","most unsuccessful","neg_antonym","not unsuccessful","person","successful",0,3,"unsuccessful"
1,14383,"four_sliders",5,"Cameron",0.92,"male","most successful","morphological","most unsuccessful","positive","successful","person","successful",0,4,"unsuccessful"
1,22967,"four_sliders",6,"Michael",0.85,"male","most hard-working","lexical","most lazy","positive","hard-working","person","hard-working",0,1,"lazy"
1,22967,"four_sliders",6,"Claire",0.58,"female","most hard-working","lexical","most lazy","neg_antonym","not lazy","person","hard-working",0,2,"lazy"
1,22967,"four_sliders",6,"Melinda",0.07,"female","most hard-working","lexical","most lazy","antonym","lazy","person","hard-working",0,3,"lazy"
1,22967,"four_sliders",6,"David",0.32,"male","most hard-working","lexical","most lazy","neg_positive","not hard-working","person","hard-working",0,4,"lazy"
1,8085,"four_sliders",7,"Sophia",0.14,"female","most polite","morphological","most impolite","antonym","impolite","person","polite",0,1,"impolite"
1,8085,"four_sliders",7,"Jeremy",0.31,"male","most polite","morphological","most impolite","neg_positive","not polite","person","polite",0,2,"impolite"
1,8085,"four_sliders",7,"Laura",0.94,"female","most polite","morphological","most impolite","positive","polite","person","polite",0,3,"impolite"
1,8085,"four_sliders",7,"Andrew",0.67,"male","most polite","morphological","most impolite","neg_antonym","not impolite","person","polite",0,4,"impolite"
1,10360,"four_sliders",8,"Alison",0.59,"female","tallest","lexical","shortest","neg_antonym","not short","person","tall",1,1,"short"
1,10360,"four_sliders",8,"Alexander",0.91,"male","tallest","lexical","shortest","positive","tall","person","tall",1,2,"short"
1,10360,"four_sliders",8,"Kim",0.08,"female","tallest","lexical","shortest","antonym","short","person","tall",1,3,"short"
1,10360,"four_sliders",8,"Anthony",0.34,"male","tallest","lexical","shortest","neg_positive","not tall","person","tall",1,4,"short"
1,37346,"four_sliders",9,"Eric",0.95,"male","most loud","lexical","most quiet","positive","loud","person","loud",0,1,"quiet"
1,37346,"four_sliders",9,"Lee",0.64,"male","most loud","lexical","most quiet","neg_antonym","not quiet","person","loud",0,2,"quiet"
1,37346,"four_sliders",9,"Michelle",0.08,"female","most loud","lexical","most quiet","antonym","quiet","person","loud",0,3,"quiet"
1,37346,"four_sliders",9,"Julia",0.33,"female","most loud","lexical","most quiet","neg_positive","not loud","person","loud",0,4,"quiet"
1,11602,"four_sliders",10,"Mia",0.65,"female","most brave","lexical","most cowardly","neg_antonym","not cowardly","person","brave",0,1,"cowardly"
1,11602,"four_sliders",10,"Stephen",0.97,"male","most brave","lexical","most cowardly","positive","brave","person","brave",0,2,"cowardly"
1,11602,"four_sliders",10,"Sasha",0.39,"female","most brave","lexical","most cowardly","neg_positive","not brave","person","brave",0,3,"cowardly"
1,11602,"four_sliders",10,"John",0.07,"male","most brave","lexical","most cowardly","antonym","cowardly","person","brave",0,4,"cowardly"
2,13485,"four_sliders",1,"Veronica",0.14,"female","richest","lexical","poorest","antonym","poor","person","rich",1,1,"poor"
2,13485,"four_sliders",1,"Stephen",0.43,"male","richest","lexical","poorest","neg_positive","not rich","person","rich",1,2,"poor"
2,13485,"four_sliders",1,"Kathleen",0.73,"female","richest","lexical","poorest","positive","rich","person","rich",1,3,"poor"
2,13485,"four_sliders",1,"Anthony",0.49,"male","richest","lexical","poorest","neg_antonym","not poor","person","rich",1,4,"poor"
2,14368,"four_sliders",2,"Julia",0.7,"female","most intelligent","morphological","most unintelligent","neg_antonym","not unintelligent","person","intelligent",0,1,"unintelligent"
2,14368,"four_sliders",2,"Lucas",0.25,"male","most intelligent","morphological","most unintelligent","neg_positive","not intelligent","person","intelligent",0,2,"unintelligent"
2,14368,"four_sliders",2,"Laura",0.18,"female","most intelligent","morphological","most unintelligent","antonym","unintelligent","person","intelligent",0,3,"unintelligent"
2,14368,"four_sliders",2,"Alicia",0.7,"female","most intelligent","morphological","most unintelligent","positive","intelligent","person","intelligent",0,4,"unintelligent"
2,25039,"four_sliders",3,"Jennifer",0.75,"female","fattest","lexical","skinniest","positive","fat","person","fat",1,1,"skinny"
2,25039,"four_sliders",3,"Alison",0.16,"female","fattest","lexical","skinniest","antonym","skinny","person","fat",1,2,"skinny"
2,25039,"four_sliders",3,"Claire",0.2,"female","fattest","lexical","skinniest","neg_positive","not fat","person","fat",1,3,"skinny"
2,25039,"four_sliders",3,"Michelle",0.7,"female","fattest","lexical","skinniest","neg_antonym","not skinny","person","fat",1,4,"skinny"
2,19271,"four_sliders",4,"Eric",0.2,"male","most beautiful","lexical","most ugly","antonym","ugly","person","beautiful",0,1,"ugly"
2,19271,"four_sliders",4,"Kim",0.72,"female","most beautiful","lexical","most ugly","neg_antonym","not ugly","person","beautiful",0,2,"ugly"
2,19271,"four_sliders",4,"Dylan",0.77,"male","most beautiful","lexical","most ugly","positive","beautiful","person","beautiful",0,3,"ugly"
2,19271,"four_sliders",4,"Melinda",0.21,"female","most beautiful","lexical","most ugly","neg_positive","not beautiful","person","beautiful",0,4,"ugly"
2,8151,"four_sliders",5,"Alexander",0.17,"male","strongest","lexical","weakest","neg_positive","not strong","person","strong",1,1,"weak"
2,8151,"four_sliders",5,"Monica",0.16,"female","strongest","lexical","weakest","antonym","weak","person","strong",1,2,"weak"
2,8151,"four_sliders",5,"Charles",0.75,"male","strongest","lexical","weakest","neg_antonym","not weak","person","strong",1,3,"weak"
2,8151,"four_sliders",5,"Diana",0.78,"female","strongest","lexical","weakest","positive","strong","person","strong",1,4,"weak"
2,7633,"four_sliders",6,"Sasha",0.74,"female","most honest","morphological","most dishonest","neg_antonym","not dishonest","person","honest",0,1,"dishonest"
2,7633,"four_sliders",6,"Jeremy",0.73,"male","most honest","morphological","most dishonest","positive","honest","person","honest",0,2,"dishonest"
2,7633,"four_sliders",6,"Angela",0.15,"female","most honest","morphological","most dishonest","neg_positive","not honest","person","honest",0,3,"dishonest"
2,7633,"four_sliders",6,"Gabriel",0.15,"male","most honest","morphological","most dishonest","antonym","dishonest","person","honest",0,4,"dishonest"
2,11423,"four_sliders",7,"David",0.75,"male","most hard-working","lexical","most lazy","neg_antonym","not lazy","person","hard-working",0,1,"lazy"
2,11423,"four_sliders",7,"Greg",0.19,"male","most hard-working","lexical","most lazy","neg_positive","not hard-working","person","hard-working",0,2,"lazy"
2,11423,"four_sliders",7,"Samuel",0.18,"male","most hard-working","lexical","most lazy","antonym","lazy","person","hard-working",0,3,"lazy"
2,11423,"four_sliders",7,"Andrew",0.75,"male","most hard-working","lexical","most lazy","positive","hard-working","person","hard-working",0,4,"lazy"
2,7743,"four_sliders",8,"Cameron",0.18,"male","most successful","morphological","most unsuccessful","antonym","unsuccessful","person","successful",0,1,"unsuccessful"
2,7743,"four_sliders",8,"Maya",0.17,"female","most successful","morphological","most unsuccessful","neg_positive","not successful","person","successful",0,2,"unsuccessful"
2,7743,"four_sliders",8,"Stephanie",0.71,"female","most successful","morphological","most unsuccessful","positive","successful","person","successful",0,3,"unsuccessful"
2,7743,"four_sliders",8,"Lee",0.62,"male","most successful","morphological","most unsuccessful","neg_antonym","not unsuccessful","person","successful",0,4,"unsuccessful"
2,11119,"four_sliders",9,"John",0.16,"male","most mature","morphological","most immature","antonym","immature","person","mature",0,1,"immature"
2,11119,"four_sliders",9,"Tom",0.17,"male","most mature","morphological","most immature","neg_positive","not mature","person","mature",0,2,"immature"
2,11119,"four_sliders",9,"Michael",0.79,"male","most mature","morphological","most immature","neg_antonym","not immature","person","mature",0,3,"immature"
2,11119,"four_sliders",9,"Emma",0.77,"female","most mature","morphological","most immature","positive","mature","person","mature",0,4,"immature"
2,12696,"four_sliders",10,"William",0.21,"male","most educated","morphological","most uneducated","antonym","uneducated","person","educated",0,1,"uneducated"
2,12696,"four_sliders",10,"Mia",0.75,"female","most educated","morphological","most uneducated","positive","educated","person","educated",0,2,"uneducated"
2,12696,"four_sliders",10,"Daniel",0.64,"male","most educated","morphological","most uneducated","neg_antonym","not uneducated","person","educated",0,3,"uneducated"
2,12696,"four_sliders",10,"Sophia",0.24,"female","most educated","morphological","most uneducated","neg_positive","not educated","person","educated",0,4,"uneducated"
3,15807,"four_sliders",1,"Stephanie",1,"female","most honest","morphological","most dishonest","positive","honest","person","honest",0,1,"dishonest"
3,15807,"four_sliders",1,"Jeremy",0,"male","most honest","morphological","most dishonest","antonym","dishonest","person","honest",0,2,"dishonest"
3,15807,"four_sliders",1,"Maya",0,"female","most honest","morphological","most dishonest","neg_positive","not honest","person","honest",0,3,"dishonest"
3,15807,"four_sliders",1,"John",0.75,"male","most honest","morphological","most dishonest","neg_antonym","not dishonest","person","honest",0,4,"dishonest"
3,27391,"four_sliders",2,"Tom",0.84,"male","most interesting","morphological","most uninteresting","positive","interesting","person","interesting",0,1,"uninteresting"
3,27391,"four_sliders",2,"Gabriel",0.5,"male","most interesting","morphological","most uninteresting","neg_antonym","not uninteresting","person","interesting",0,2,"uninteresting"
3,27391,"four_sliders",2,"Alison",0,"female","most interesting","morphological","most uninteresting","neg_positive","not interesting","person","interesting",0,3,"uninteresting"
3,27391,"four_sliders",2,"Jennifer",0.21,"female","most interesting","morphological","most uninteresting","antonym","uninteresting","person","interesting",0,4,"uninteresting"
3,10367,"four_sliders",3,"Michael",0.76,"male","most wise","lexical","most foolish","positive","wise","person","wise",0,1,"foolish"
3,10367,"four_sliders",3,"Sasha",0.21,"female","most wise","lexical","most foolish","neg_antonym","not foolish","person","wise",0,2,"foolish"
3,10367,"four_sliders",3,"Charles",0.58,"male","most wise","lexical","most foolish","antonym","foolish","person","wise",0,3,"foolish"
3,10367,"four_sliders",3,"Diana",0.22,"female","most wise","lexical","most foolish","neg_positive","not wise","person","wise",0,4,"foolish"
3,11647,"four_sliders",4,"Julia",0.01,"female","most mature","morphological","most immature","antonym","immature","person","mature",0,1,"immature"
3,11647,"four_sliders",4,"Cameron",0.82,"male","most mature","morphological","most immature","neg_antonym","not immature","person","mature",0,2,"immature"
3,11647,"four_sliders",4,"Samuel",0.21,"male","most mature","morphological","most immature","neg_positive","not mature","person","mature",0,3,"immature"
3,11647,"four_sliders",4,"Monica",1,"female","most mature","morphological","most immature","positive","mature","person","mature",0,4,"immature"
3,9783,"four_sliders",5,"Lucas",1,"male","most attractive","morphological","most unattractive","positive","attractive","person","attractive",0,1,"unattractive"
3,9783,"four_sliders",5,"Greg",0,"male","most attractive","morphological","most unattractive","antonym","unattractive","person","attractive",0,2,"unattractive"
3,9783,"four_sliders",5,"Alexander",0.22,"male","most attractive","morphological","most unattractive","neg_antonym","not unattractive","person","attractive",0,3,"unattractive"
3,9783,"four_sliders",5,"David",0.32,"male","most attractive","morphological","most unattractive","neg_positive","not attractive","person","attractive",0,4,"unattractive"
3,12703,"four_sliders",6,"Lee",0,"male","tallest","lexical","shortest","antonym","short","person","tall",1,1,"short"
3,12703,"four_sliders",6,"Michelle",0.99,"female","tallest","lexical","shortest","positive","tall","person","tall",1,2,"short"
3,12703,"four_sliders",6,"Claire",0.87,"female","tallest","lexical","shortest","neg_antonym","not short","person","tall",1,3,"short"
3,12703,"four_sliders",6,"Anthony",0.06,"male","tallest","lexical","shortest","neg_positive","not tall","person","tall",1,4,"short"
3,41743,"four_sliders",7,"Mia",0,"female","most proud","lexical","most humble","neg_antonym","not humble","person","proud",0,1,"humble"
3,41743,"four_sliders",7,"Emma",0.75,"female","most proud","lexical","most humble","positive","proud","person","proud",0,2,"humble"
3,41743,"four_sliders",7,"William",0.12,"male","most proud","lexical","most humble","neg_positive","not proud","person","proud",0,3,"humble"
3,41743,"four_sliders",7,"Stephen",0.96,"male","most proud","lexical","most humble","antonym","humble","person","proud",0,4,"humble"
3,8911,"four_sliders",8,"Kathleen",0.79,"female","most hard-working","lexical","most lazy","neg_antonym","not lazy","person","hard-working",0,1,"lazy"
3,8911,"four_sliders",8,"Sophia",1,"female","most hard-working","lexical","most lazy","positive","hard-working","person","hard-working",0,2,"lazy"
3,8911,"four_sliders",8,"Daniel",0.19,"male","most hard-working","lexical","most lazy","neg_positive","not hard-working","person","hard-working",0,3,"lazy"
3,8911,"four_sliders",8,"Laura",0,"female","most hard-working","lexical","most lazy","antonym","lazy","person","hard-working",0,4,"lazy"
3,8536,"four_sliders",9,"Alicia",1,"female","happiest","morphological","unhappiest","positive","happy","person","happy",1,1,"unhappy"
3,8536,"four_sliders",9,"Kim",0.14,"female","happiest","morphological","unhappiest","antonym","unhappy","person","happy",1,2,"unhappy"
3,8536,"four_sliders",9,"Melinda",0,"female","happiest","morphological","unhappiest","neg_positive","not happy","person","happy",1,3,"unhappy"
3,8536,"four_sliders",9,"Veronica",0.58,"female","happiest","morphological","unhappiest","neg_antonym","not unhappy","person","happy",1,4,"unhappy"
3,8742,"four_sliders",10,"Angela",0.69,"female","most brave","lexical","most cowardly","neg_antonym","not cowardly","person","brave",0,1,"cowardly"
3,8742,"four_sliders",10,"Eric",0,"male","most brave","lexical","most cowardly","antonym","cowardly","person","brave",0,2,"cowardly"
3,8742,"four_sliders",10,"Dylan",0.09,"male","most brave","lexical","most cowardly","neg_positive","not brave","person","brave",0,3,"cowardly"
3,8742,"four_sliders",10,"Andrew",0.86,"male","most brave","lexical","most cowardly","positive","brave","person","brave",0,4,"cowardly"
4,28396,"four_sliders",1,"Sophia",0.45,"female","most loud","lexical","most quiet","neg_positive","not loud","person","loud",0,1,"quiet"
4,28396,"four_sliders",1,"Jeremy",0.72,"male","most loud","lexical","most quiet","positive","loud","person","loud",0,2,"quiet"
4,28396,"four_sliders",1,"Alexander",0.62,"male","most loud","lexical","most quiet","neg_antonym","not quiet","person","loud",0,3,"quiet"
4,28396,"four_sliders",1,"John",0.32,"male","most loud","lexical","most quiet","antonym","quiet","person","loud",0,4,"quiet"
4,8806,"four_sliders",2,"Charles",0.58,"male","tallest","lexical","shortest","neg_antonym","not short","person","tall",1,1,"short"
4,8806,"four_sliders",2,"Diana",0.33,"female","tallest","lexical","shortest","neg_positive","not tall","person","tall",1,2,"short"
4,8806,"four_sliders",2,"Mia",0.73,"female","tallest","lexical","shortest","positive","tall","person","tall",1,3,"short"
4,8806,"four_sliders",2,"Tom",0.26,"male","tallest","lexical","shortest","antonym","short","person","tall",1,4,"short"
4,7712,"four_sliders",3,"Eric",0.65,"male","fattest","lexical","skinniest","positive","fat","person","fat",1,1,"skinny"
4,7712,"four_sliders",3,"Andrew",0.61,"male","fattest","lexical","skinniest","neg_antonym","not skinny","person","fat",1,2,"skinny"
4,7712,"four_sliders",3,"Lee",0.37,"male","fattest","lexical","skinniest","neg_positive","not fat","person","fat",1,3,"skinny"
4,7712,"four_sliders",3,"Alison",0.27,"female","fattest","lexical","skinniest","antonym","skinny","person","fat",1,4,"skinny"
4,10135,"four_sliders",4,"Michael",0.59,"male","most polite","morphological","most impolite","neg_antonym","not impolite","person","polite",0,1,"impolite"
4,10135,"four_sliders",4,"Jennifer",0.37,"female","most polite","morphological","most impolite","antonym","impolite","person","polite",0,2,"impolite"
4,10135,"four_sliders",4,"Anthony",0.61,"male","most polite","morphological","most impolite","positive","polite","person","polite",0,3,"impolite"
4,10135,"four_sliders",4,"Melinda",0.28,"female","most polite","morphological","most impolite","neg_positive","not polite","person","polite",0,4,"impolite"
4,29728,"four_sliders",5,"Alicia",0.4,"female","happiest","morphological","unhappiest","antonym","unhappy","person","happy",1,1,"unhappy"
4,29728,"four_sliders",5,"Michelle",0.59,"female","happiest","morphological","unhappiest","neg_antonym","not unhappy","person","happy",1,2,"unhappy"
4,29728,"four_sliders",5,"Cameron",0.64,"male","happiest","morphological","unhappiest","positive","happy","person","happy",1,3,"unhappy"
4,29728,"four_sliders",5,"David",0.35,"male","happiest","morphological","unhappiest","neg_positive","not happy","person","happy",1,4,"unhappy"
4,6520,"four_sliders",6,"Claire",0.42,"female","most beautiful","lexical","most ugly","neg_positive","not beautiful","person","beautiful",0,1,"ugly"
4,6520,"four_sliders",6,"Angela",0.34,"female","most beautiful","lexical","most ugly","antonym","ugly","person","beautiful",0,2,"ugly"
4,6520,"four_sliders",6,"Greg",0.56,"male","most beautiful","lexical","most ugly","neg_antonym","not ugly","person","beautiful",0,3,"ugly"
4,6520,"four_sliders",6,"Emma",0.63,"female","most beautiful","lexical","most ugly","positive","beautiful","person","beautiful",0,4,"ugly"
4,6750,"four_sliders",7,"Monica",0.55,"female","strongest","lexical","weakest","neg_antonym","not weak","person","strong",1,1,"weak"
4,6750,"four_sliders",7,"Kathleen",0.34,"female","strongest","lexical","weakest","antonym","weak","person","strong",1,2,"weak"
4,6750,"four_sliders",7,"Veronica",0.61,"female","strongest","lexical","weakest","positive","strong","person","strong",1,3,"weak"
4,6750,"four_sliders",7,"Sasha",0.38,"female","strongest","lexical","weakest","neg_positive","not strong","person","strong",1,4,"weak"
4,8112,"four_sliders",8,"Laura",0.57,"female","most attractive","morphological","most unattractive","positive","attractive","person","attractive",0,1,"unattractive"
4,8112,"four_sliders",8,"William",0.34,"male","most attractive","morphological","most unattractive","antonym","unattractive","person","attractive",0,2,"unattractive"
4,8112,"four_sliders",8,"Stephanie",0.53,"female","most attractive","morphological","most unattractive","neg_antonym","not unattractive","person","attractive",0,3,"unattractive"
4,8112,"four_sliders",8,"Gabriel",0.39,"male","most attractive","morphological","most unattractive","neg_positive","not attractive","person","attractive",0,4,"unattractive"
4,7942,"four_sliders",9,"Daniel",0.36,"male","most friendly","morphological","most unfriendly","antonym","unfriendly","person","friendly",0,1,"unfriendly"
4,7942,"four_sliders",9,"Maya",0.58,"female","most friendly","morphological","most unfriendly","positive","friendly","person","friendly",0,2,"unfriendly"
4,7942,"four_sliders",9,"Stephen",0.53,"male","most friendly","morphological","most unfriendly","neg_antonym","not unfriendly","person","friendly",0,3,"unfriendly"
4,7942,"four_sliders",9,"Samuel",0.36,"male","most friendly","morphological","most unfriendly","neg_positive","not friendly","person","friendly",0,4,"unfriendly"
4,6776,"four_sliders",10,"Lucas",0.35,"male","most intelligent","morphological","most unintelligent","neg_positive","not intelligent","person","intelligent",0,1,"unintelligent"
4,6776,"four_sliders",10,"Kim",0.55,"female","most intelligent","morphological","most unintelligent","neg_antonym","not unintelligent","person","intelligent",0,2,"unintelligent"
4,6776,"four_sliders",10,"Dylan",0.58,"male","most intelligent","morphological","most unintelligent","positive","intelligent","person","intelligent",0,3,"unintelligent"
4,6776,"four_sliders",10,"Julia",0.37,"female","most intelligent","morphological","most unintelligent","antonym","unintelligent","person","intelligent",0,4,"unintelligent"
5,18617,"four_sliders",1,"Dylan",0.75,"male","most mature","morphological","most immature","neg_antonym","not immature","person","mature",0,1,"immature"
5,18617,"four_sliders",1,"Kim",0.09,"female","most mature","morphological","most immature","antonym","immature","person","mature",0,2,"immature"
5,18617,"four_sliders",1,"Stephen",0.88,"male","most mature","morphological","most immature","positive","mature","person","mature",0,3,"immature"
5,18617,"four_sliders",1,"Greg",0.32,"male","most mature","morphological","most immature","neg_positive","not mature","person","mature",0,4,"immature"
5,10877,"four_sliders",2,"Lucas",0.22,"male","most honest","morphological","most dishonest","antonym","dishonest","person","honest",0,1,"dishonest"
5,10877,"four_sliders",2,"Diana",0.82,"female","most honest","morphological","most dishonest","positive","honest","person","honest",0,2,"dishonest"
5,10877,"four_sliders",2,"Laura",0.22,"female","most honest","morphological","most dishonest","neg_positive","not honest","person","honest",0,3,"dishonest"
5,10877,"four_sliders",2,"Michael",0.52,"male","most honest","morphological","most dishonest","neg_antonym","not dishonest","person","honest",0,4,"dishonest"
5,8568,"four_sliders",3,"Charles",0.17,"male","tallest","lexical","shortest","antonym","short","person","tall",1,1,"short"
5,8568,"four_sliders",3,"Julia",0.26,"female","tallest","lexical","shortest","neg_positive","not tall","person","tall",1,2,"short"
5,8568,"four_sliders",3,"Stephanie",0.48,"female","tallest","lexical","shortest","neg_antonym","not short","person","tall",1,3,"short"
